000000000000000000000131,00:00:00:00
000000000000000000000130,00:00:01:84
000000000000000000000130,00:00:02:00
000000000000000000000132,00:00:02:01
ALL_PASS_FROM_START_POINT
000000000000000000000130,00:00:39:00
000000000000000000000131,00:00:45:92
000000000000000000000137,00:00:45:92
000000000000000000000132,00:00:46:00
000000000000000000000131,00:00:46:01
